"","siteid","lat","long","ecoreg","era","area","doc","no3","tn","tp","temp","precip","elev","forest","wetland","urban","ag","roads"
"167","FW08CA063",40.31843895,-123.771013,"6","Year2008",5787.759766,0.62,0.00078,0.069,3.5038,12,1595,904.746,53.661,0.063,2.995,0.26,1.304
"168","FW08CA067",38.57234221,-121.3577452,"11","Year2008",4977.109863,1.15,0.00237,0.114,11.4575,16.1,458,1294.41,66.05,0.361,4.737,0.045,2.226
"169","FW08CA068",41.84331069,-122.8997348,"6","Year2008",22427.69922,4.67,0.44455,1.183,166.5375,7.3,783,1442.26,44.979,2.649,1.633,8.859,1.473
"170","FW08CA075",39.90521376,-121.0465597,"6","Year2008",2.718899965,0.31,0.00734,0.019,13.5775,8.1,1131,1489.14,94.108,0,0,0,2.763
"171","FW08CA097",38.27112926,-119.3316508,"10","Year2008",7.257579803,1.36,0.0067,0.104,95.9388,5.8,367,2643.56,21.25,0,0,0,0.037
"172","FW08CA102",40.72400294,-124.1173927,"7","Year2008",5.946280003,6.29,0.0316,0.124,84.0719,11.5,1261,163.558,89.626,0,0.44,0,0.474
"173","FW08CA116",41.31835724,-123.0505146,"6","Year2008",47.5381012,1.1,0.00799,0.075,29.8763,7.9,929,1732.32,81.113,0.015,1.244,0,1.332
"174","FW08CA132",41.95444069,-122.6616322,"6","Year2008",18.36190033,1.36,0.05416,0.201,113.8438,9.2,565,1335.83,69.531,0,6.323,0,4.647
"175","FW08CA139",39.59862885,-120.9971607,"6","Year2008",6.439660072,0.49,0,0,0.1969,9.8,1509,1429.91,81.428,0,0,0,2.783
"176","FW08CA145",37.56388064,-118.7547913,"10","Year2008",31.73290062,0.93,0.0139,0.031,8.415,5.2,411,3232.43,27.54,0.391,0,0,0.519
"177","FW08CA155",38.06906649,-122.5344472,"11","Year2008",13.92329979,3,0.04418,0.321,41.4638,13.9,919,139.982,54.133,0,30.268,0,3.965
"178","FW08CA168",41.64846253,-124.0884502,"7","Year2008",16.75,0.73,0.19959,0.186,27.9081,10.9,1942,310.641,91.695,0,5.61,0,2.316
"179","FW08CA170",40.07704424,-121.5625018,"6","Year2008",112.6549988,0.48,0.00189,0.033,62.4838,9.5,980,1736.15,87.027,0.456,1.521,0,1.804
"180","FW08CA199",38.83027731,-122.9060675,"11","Year2008",96.46959686,0.84,0.86022,0.958,4.405,14,1085,743.724,45.133,0,2.268,0,0.569
"181","FW08CA207",40.10650954,-123.793817,"7","Year2008",8.84856987,1.75,0.00367,0.056,24.3838,11.6,1687,344.035,64.662,0,3.255,0,1.567
"182","FW08CA222",39.2998874,-120.9695012,"6","Year2008",12.02169991,0.57,0.01112,0.028,3.6794,12.2,1496,1057.51,91.14,0,1.925,0,3.448
"183","FW08CO020",38.06505925,-102.3363777,"9","Year2008",298.4140015,5.86,0.15947,0.994,137.707,11.5,369,1172.06,0,0.037,1.072,28.093,0.521
"184","FW08CO021",39.98812383,-108.7779574,"10","Year2008",912.7269897,4.74,0.06413,0.586,163.0613,7,328,2166.25,70.303,0.336,0.31,0.467,0.904
"185","FW08CO023",38.55320856,-107.5189582,"6","Year2008",111.4349976,2.54,0.00137,0.054,102.4919,4.4,416,2926.09,76.497,0.661,0.027,0.12,0.589
"186","FW08CO025",38.86531333,-108.398139,"10","Year2008",19689,3.41,0.66899,2.154,137.4963,10.8,258,NA,NA,NA,NA,NA,NA
"187","FW08CO025",38.86531333,-108.398139,"10","Year2008",19689,3.41,0.66899,2.154,137.4963,10.8,258,NA,NA,NA,NA,NA,NA
"188","FW08CO025",38.86531333,-108.398139,"10","Year2008",19689,3.36,0.89336,1.378,85.4538,10.8,258,2688.03,54.538,1.388,1.124,5.291,0.8
"189","FW08CO025",38.86531333,-108.398139,"10","Year2008",19689,3.36,0.89336,1.378,85.4538,10.8,258,2688.03,54.538,1.388,1.124,5.291,0.8
"190","FW08CO027",39.36936448,-106.4524344,"6","Year2008",17.51709938,2.31,0.01978,0.184,10.9588,-0.7,583,3519.15,36.849,2.692,0,0,0
"191","FW08CO028",37.60461992,-103.6059701,"9","Year2008",7184.109863,4.75,0,0.384,78.7175,11.6,329,1929.05,24.615,1.004,0.605,1.223,0.518
"192","FW08CO029",37.71406868,-106.8381694,"6","Year2008",145.595993,1.35,0.00069,0.065,92.8425,0.8,660,3351.73,64.391,3.545,0,0,0.068
"193","FW08CO031",40.15970307,-105.1184267,"9","Year2008",625.4299927,3.98,0.08062,0.608,44.3338,9.8,384,2612.78,59.494,2.057,2.524,3.741,0.713
"194","FW08CO032",40.94131522,-102.3414153,"9","Year2008",58919,4.12,2.06161,2.556,154.155,9.7,447,1858.01,14.748,1.716,6.354,23.535,1.349
"195","FW08CO033",37.17607951,-105.7310464,"10","Year2008",11191.5,2.91,0,0.369,104.2713,5.4,237,2873.9,37.699,5.389,1.438,7.681,0.838
"196","FW08CO036",40.39450659,-103.4773327,"9","Year2008",43446,3.44,4.0586,4.875,500.7363,9.6,375,2000.32,19.873,2.008,7.331,20.079,1.535
"197","FW08CO037",40.47796874,-108.908221,"10","Year2008",21094.59961,4.28,0.01174,0.284,116.6888,5.6,331,2227.84,28.212,0.825,0.615,3.343,0.675
"198","FW08CO038",39.07659754,-106.0063979,"6","Year2008",222.220993,1.89,0,0.163,22.6125,0,502,3348.96,47.855,6.238,0,0.051,0.46
"199","FW08CO046",39.65512779,-107.0671515,"6","Year2008",8801.469727,2.87,0.00253,0.126,24.7925,3.6,419,2855.25,53.378,2.623,1.097,1.734,0.769
"200","FW08CO046",39.65512779,-107.0671515,"6","Year2008",8801.469727,2.87,0.00253,0.126,24.7925,3.6,419,2855.25,53.378,2.623,1.097,1.734,0.769
"201","FW08CO046",39.65512779,-107.0671515,"6","Year2008",8801.469727,2.79,0.01284,0.189,20.6931,3.6,419,NA,NA,NA,NA,NA,NA
"202","FW08CO046",39.65512779,-107.0671515,"6","Year2008",8801.469727,2.79,0.01284,0.189,20.6931,3.6,419,NA,NA,NA,NA,NA,NA
"203","FW08CO047",39.91225933,-104.8821446,"9","Year2008",12234.09961,6.3,4.89246,9.569,1859.006,10.1,388,2562.58,38.843,2.805,11.954,0.855,2.56
"204","FW08CO049",37.35910031,-105.7663982,"10","Year2008",6699.640137,2.54,0.00169,0.31,132.68,5.6,212,2942.35,40.653,6.004,1.632,8.554,0.64
"205","FW08CO050",39.9509454,-107.6782685,"6","Year2008",1246.599976,1.23,0.00055,0.089,44.8488,4.1,486,2907.39,71.955,3.029,0.274,1.229,0.254
"206","FW08CO053",40.45365821,-108.4544306,"10","Year2008",9857.80957,5.77,0,0.657,204.6344,5.7,324,2319.01,41.344,1.106,0.951,5.608,0.792
"207","FW08CO054",39.40353901,-105.1696151,"6","Year2008",5455.060059,3.35,0.08375,0.297,25.32,5.3,452,2854.9,39.389,3.685,1.253,0.264,1.217
"208","FW08CO055",38.93286215,-107.4000133,"6","Year2008",1299.709961,1.42,0.00056,0.08,38.825,4.1,393,2720.74,76.055,1.155,0.464,1.204,0.409
"209","FW08CO059",40.67763476,-105.4137229,"6","Year2008",1074.130005,1.98,0.0016,0.082,13.0738,5.7,388,2926.7,73.885,1.2,0.577,0.026,0.371
"210","FW08CO060",37.8173524,-103.3687502,"9","Year2008",8488.870117,5.12,0,0.545,187.1388,11.8,322,1859.94,22.137,0.918,0.577,1.116,0.51
"211","FW08CO062",39.9576387,-106.5497604,"6","Year2008",6268.310059,3.04,0.02469,0.213,33.7275,2.7,425,2916.77,53.914,2.988,1.479,1.738,0.842
"212","FW08CO066",40.52190611,-108.2847026,"10","Year2008",9677.200195,4.59,0.03631,0.347,86.0475,5.5,318,2326.56,41.739,1.123,0.954,5.683,0.793
"213","FW08CO072",37.34161814,-103.9085079,"9","Year2008",4497.910156,3.12,0.08127,0.397,152.5644,11.5,332,2102.8,35.242,1.489,0.771,1.754,0.655
"214","FW08CO073",37.06135096,-105.982904,"10","Year2008",835.8049927,3.15,0.00478,0.28,82.4225,5.3,255,2868.15,35.605,3.181,0.485,1.383,0.548
"215","FW08CO076",39.63865573,-102.1136539,"9","Year2008",4592.689941,6.47,0.0369,1.063,277.2369,10.3,440,1388.84,0.061,0.483,3.469,53.537,0.884
"216","FW08CO083",37.72262415,-108.2352535,"6","Year2008",164.6309967,1.04,0.00603,0.025,11.23,3.1,679,3105.86,82.82,0.427,0,0.428,0.387
"217","FW08CO085",39.80551126,-108.6537634,"10","Year2008",303.2479858,4.98,0,0.564,244,4.9,450,2337.6,73.032,0.29,0,0.525,0.604
"218","FW08CO086",39.54923087,-105.1317434,"6","Year2008",69.33599854,6.41,0.16596,0.52,40.805,9.4,428,2299.29,68.706,3.232,1.353,0.27,1.695
"219","FW08CO087",38.18577342,-106.4895271,"6","Year2008",32.59420013,3.84,0.01443,0.316,370.1775,1,501,2934.82,67.535,1.01,1.606,0.061,0.64
"220","FW08CO103",38.60455418,-106.4649269,"6","Year2008",28.68930054,0.83,0.05109,0.157,8.8619,-0.9,609,3472.15,47.599,2.874,0,0,1.133
"221","FW08CO123",40.89838315,-105.3801509,"6","Year2008",498.8510132,3.92,0.00207,0.239,57.76,5.4,379,2602.62,75.343,2.319,0.628,0.11,0.677
"222","FW08CO125",37.58700212,-104.8386308,"9","Year2008",692.7630005,3.3,0.00063,0.226,29.3075,8.2,413,2542.6,42.565,1.062,1.311,0.754,0.714
"223","FW08CO129",38.06736596,-105.08476,"6","Year2008",54.95529938,2.66,0.00502,0.079,48.9363,3.9,506,3026.53,87.689,0.818,0.817,0.007,1.195
"224","FW08CO136",37.41580693,-102.5614433,"9","Year2008",418.3900146,8.06,0.01195,0.691,290.2013,11.7,384,1417.99,0.102,0.02,5.392,30.16,0.904
"225","FW08CO138",40.35619514,-106.4882247,"6","Year2008",5.066999912,4.97,0.00483,0.208,27.9281,1.3,531,2818.1,67.691,7.372,0,0,0
"226","FW08CO143",39.81050134,-106.0032326,"6","Year2008",17.30719948,0.98,0.03907,0.054,12.0238,0.6,551,3410.16,59.82,0,0,0,0
"227","FW08CO171",40.62352247,-105.9780085,"6","Year2008",0.602100015,0.67,0.04057,0.088,29.0394,-0.4,653,3212.56,78.177,0,0,0,0
"228","FW08CT003",41.38091845,-72.78024571,"8","Year2008",2.7026999,1.07,0.14795,0.263,36.0613,10,1206,158.902,94.138,5.295,0.566,0,0.121
"229","FW08CT004",41.39886615,-73.38664778,"8","Year2008",3.162780046,2.81,0.84999,1.089,34.4225,9.4,1213,150.737,39.068,4.492,44.241,9.639,6.036
"230","FW08CT005",41.89122924,-72.66210156,"8","Year2008",1532.949951,3.17,0.3845,0.574,76.41,9.6,1137,267.051,70.826,4.843,14.984,5.105,2.48
"231","FW08CT005",41.89122924,-72.66210156,"8","Year2008",1532.949951,3.17,0.3845,0.574,76.41,9.6,1137,267.051,70.826,4.843,14.984,5.105,2.48
"232","FW08CT005",41.89122924,-72.66210156,"8","Year2008",1532.949951,3.41,0.58496,0.967,136.4944,9.6,1137,NA,NA,NA,NA,NA,NA
"233","FW08CT005",41.89122924,-72.66210156,"8","Year2008",1532.949951,3.41,0.58496,0.967,136.4944,9.6,1137,NA,NA,NA,NA,NA,NA
"234","FW08CT006",41.78270426,-71.89588061,"8","Year2008",1197.48999,4.13,0.34352,0.717,29.1194,9.1,1220,190.206,62.596,11.256,13.173,8.483,2.474
"235","FW08CT007",41.5405881,-72.55125787,"8","Year2008",28207.80078,2.73,0.38989,0.603,54.8263,9.6,1216,360.369,75.177,3.662,9.289,6.588,1.846
"236","FW08CT008",41.39176207,-73.15460102,"8","Year2008",4.054269791,1.72,0.71628,0.841,19.5425,9.6,1224,168.263,72.917,1.222,14.775,6.421,4.183
"237","FW08CT009",41.63414725,-72.74883502,"8","Year2008",53.70040131,3.02,0.66475,1.16,80.6475,9.9,1210,76.86,47.405,4.675,35.113,7.426,4.028
"238","FW08CT012",41.7102284,-72.6180268,"8","Year2008",27641,2.67,0.3473,0.534,48.4775,9.6,1165,366.103,75.765,3.633,8.781,6.539,1.798
"239","FW08CT015",41.64140453,-73.47779405,"5","Year2008",2618.590088,2.21,0.27881,0.428,28.6025,9,1183,340.999,69.068,5.6,7.87,13.595,1.659
"240","FW08CT016",41.84447692,-72.6319959,"8","Year2008",1571.400024,2.99,0.73377,1.057,139.1344,9.6,1137,NA,NA,NA,NA,NA,NA
"241","FW08CT016",41.84447692,-72.6319959,"8","Year2008",1571.400024,2.99,0.73377,1.057,139.1344,9.6,1137,NA,NA,NA,NA,NA,NA
"242","FW08CT016",41.84447692,-72.6319959,"8","Year2008",1571.400024,3.01,0.47772,0.74,90.6113,9.6,1137,261.454,69.715,4.88,15.992,5.183,2.542
"243","FW08CT016",41.84447692,-72.6319959,"8","Year2008",1571.400024,3.01,0.47772,0.74,90.6113,9.6,1137,261.454,69.715,4.88,15.992,5.183,2.542
"244","FW08CT017",41.62374349,-72.08866261,"8","Year2008",1166.949951,3.52,0.39647,0.549,28.9269,9.5,1231,181.751,69.092,9.922,9.841,7.387,2.163
"245","FW08CT018",41.8709189,-72.96373261,"5","Year2008",612.2810059,3.72,0.05545,0.22,15.8425,8.4,1232,384.725,80.795,5.124,7.131,2.496,1.704
"246","FW08CT020",41.57492863,-73.41535386,"8","Year2008",2902.110107,2.83,0.09871,0.47,20.3438,9,1183,329.27,68.725,5.332,8.321,13.021,1.754
"247","FW08CT021",41.95209549,-72.60858197,"8","Year2008",25019.59961,2.78,0.25234,0.445,30.815,9.6,1137,384.601,77.859,3.435,6.912,6.373,1.607
"248","FW08CT022",41.67571643,-71.95359923,"8","Year2008",1543.060059,3.84,0.33258,0.653,24.1731,9.1,1220,177.747,62.293,12.561,12.174,8.867,2.326
"249","FW08CT023",41.49498388,-72.51879064,"8","Year2008",28286.40039,2.78,0.41107,0.621,61.42,9.7,1236,359.672,75.186,3.66,9.287,6.579,1.848
"250","FW08CT024",41.41548146,-71.80128161,"8","Year2008",705.0620117,6.28,0.51094,1.031,63.8269,9.8,1184,70.202,59.243,18.506,10.338,7.709,1.804
"251","FW08CT025",41.72616439,-72.6487583,"8","Year2008",27587.90039,2.68,0.31856,0.486,33.9338,9.6,1165,366.704,75.848,3.631,8.689,6.545,1.789
"252","FW08CT027",41.3213297,-72.40672603,"8","Year2008",0.357300013,4.26,0.04774,0.324,33.8744,10.2,1192,52.923,100,0,0,0,0
"253","FW08CT030",41.88046368,-73.49701751,"5","Year2008",86.07289886,2.31,0.48648,0.693,14.4194,7.9,1168,NA,NA,NA,NA,NA,NA
"254","FW08CT030",41.88046368,-73.49701751,"5","Year2008",86.07289886,2.31,0.48648,0.693,14.4194,7.9,1168,NA,NA,NA,NA,NA,NA
"255","FW08CT030",41.88046368,-73.49701751,"5","Year2008",86.07289886,2.33,0.41364,0.671,32.1619,7.9,1168,290.902,48.123,4.462,6.989,38.019,1.603
"256","FW08CT030",41.88046368,-73.49701751,"5","Year2008",86.07289886,2.33,0.41364,0.671,32.1619,7.9,1168,290.902,48.123,4.462,6.989,38.019,1.603
"257","FW08CT032",41.86233137,-72.64701524,"8","Year2008",1545.859985,2.97,1.54847,1.858,221.0475,9.6,1137,265.127,70.431,4.84,15.373,5.112,2.514
"258","FW08DE002",38.54260151,-75.5231013,"8","Year2008",129.6040039,1.51,6.95317,7.2,33.5163,13.1,1110,14.094,21.172,23.934,3.969,43.749,1.424
"259","FW08DE005",39.70012709,-75.63338589,"8","Year2008",417.1340027,2.3,1.85017,2.187,92.745,12.1,1116,93.033,27.431,2.43,36.13,28.646,5.107
"260","FW08DE005",39.70012709,-75.63338589,"8","Year2008",417.1340027,2.3,1.85017,2.187,92.745,12.1,1116,93.033,27.431,2.43,36.13,28.646,5.107
"261","FW08DE005",39.70012709,-75.63338589,"8","Year2008",417.1340027,2.69,2.35901,2.763,68.3838,12.1,1116,NA,NA,NA,NA,NA,NA
"262","FW08DE005",39.70012709,-75.63338589,"8","Year2008",417.1340027,2.69,2.35901,2.763,68.3838,12.1,1116,NA,NA,NA,NA,NA,NA
"263","FW08DE008",38.82969236,-75.64627731,"8","Year2008",1.251899958,6.98,0.00729,0.749,65.3725,12.8,1103,17.391,46.01,6.973,5.032,35.083,1.296
"264","FW08DE009",39.83429874,-75.57709346,"8","Year2008",767.0570068,2.21,3.2224,3.638,111.7413,11.5,1146,144.607,32.818,1.723,22.828,34.819,4.049
"265","FW08DE010",38.61816614,-75.63092164,"8","Year2008",574.5949707,3.56,1.01066,1.687,67.06,13.1,1110,NA,NA,NA,NA,NA,NA
"266","FW08DE010",38.61816614,-75.63092164,"8","Year2008",574.5949707,3.56,1.01066,1.687,67.06,13.1,1110,NA,NA,NA,NA,NA,NA
"267","FW08DE010",38.61816614,-75.63092164,"8","Year2008",574.5949707,3.91,1.16117,1.799,66.0044,13.1,1110,12.563,21.45,16.463,9.459,47.297,2.088
"268","FW08DE010",38.61816614,-75.63092164,"8","Year2008",574.5949707,3.91,1.16117,1.799,66.0044,13.1,1110,12.563,21.45,16.463,9.459,47.297,2.088
"269","FW08DE011",38.46110337,-75.24277473,"8","Year2008",10.33829975,24.06,3.22144,4.598,55.0713,13.2,1101,11.381,2.907,60.407,2.69,32.637,0.783
"270","FW08DE012",39.20764402,-75.74852692,"8","Year2008",18.77109909,4.55,1.00498,1.273,174.1288,12.5,1082,20.103,21.79,17.836,6.51,52.948,1.544
"271","FW08DE013",39.7302915,-75.59800358,"8","Year2008",15.00949955,3.3,0.21618,1.258,102.535,12.1,1116,50.44,23.81,2.243,68.382,2.489,9.081
"272","FW08DE014",38.66813956,-75.56030858,"8","Year2008",315.4609985,1.73,3.74162,4.075,33.2519,12.8,1103,13.736,20.617,18.466,7.124,49.496,1.813
"273","FW08DE015",38.82241361,-75.43040311,"8","Year2008",1.269899964,10.92,0.00639,1.194,68.0825,12.8,1102,15.011,23.741,16.442,11.907,31.254,2.262
"274","FW08DE021",39.70279006,-75.69404006,"8","Year2008",15.94939995,1.51,1.17647,2.127,36.4806,11.7,1119,76.459,24.666,0.79,66.086,5.135,8.412
"275","FW08DE025",39.80613511,-75.46540517,"8","Year2008",13.90970039,4.67,0.53065,0.878,61.4006,12.5,1099,NA,NA,NA,NA,NA,NA
"276","FW08DE025",39.80613511,-75.46540517,"8","Year2008",13.90970039,4.67,0.53065,0.878,61.4006,12.5,1099,NA,NA,NA,NA,NA,NA
"277","FW08DE025",39.80613511,-75.46540517,"8","Year2008",13.90970039,3,0.69137,0.864,52.7394,12.5,1099,99.334,24.055,0.278,74.89,0.181,10.789
"278","FW08DE025",39.80613511,-75.46540517,"8","Year2008",13.90970039,3,0.69137,0.864,52.7394,12.5,1099,99.334,24.055,0.278,74.89,0.181,10.789
"279","FW08DE028",39.20048459,-75.61541836,"8","Year2008",10.23379993,4.1,0.57816,1.096,145.9963,12.6,1072,18.255,16.37,17.485,6.403,53.386,1.552
"280","FW08DE030",38.75883915,-75.45607356,"8","Year2008",17.15839958,1.04,0.8531,0.844,62.475,12.8,1102,13.905,29.664,40.61,9.372,13.727,1.803
"281","FW08DE034",38.61047406,-75.44938205,"8","Year2008",0.965699971,16.93,0.0265,5.138,2165.05,12.9,1109,14.378,58.247,14.911,5.219,18.919,1.726
"282","FW08DE040",38.90192643,-75.647589,"8","Year2008",50.05089951,2.21,1.17893,1.289,144.8513,12.7,1100,17.803,28.174,14.724,3.542,50.998,1.051
"283","FW08DE043",38.85995889,-75.53066787,"8","Year2008",3.320060015,2.58,1.75,2.028,178.8338,12.7,1100,16.964,30.759,3.496,3.415,59.594,1.246
"284","FW08DE044",39.08338042,-75.71538914,"8","Year2008",1.245599985,6.26,1.36019,1.7,137.8863,12.6,1092,17.31,24.783,12.861,7.225,54.336,2.616
"285","FW08DE046",38.79629463,-75.45794504,"8","Year2008",4.973330021,1.69,1.61344,1.733,73.9888,12.8,1102,14.898,10.409,34.948,6.09,44.398,1.876
"286","FW08DE049",39.3025935,-75.65458078,"8","Year2008",10.10379982,4.45,3.01608,3.2,57.8875,12.6,1072,19.236,14.386,11.466,4.46,68.958,1.257
"287","FW08FL002",30.51884624,-87.29779287,"8","Year2008",12.92850018,9.56,0.01679,0.493,59.2375,19.5,1557,38.552,6.774,4.358,86.146,1.399,8.142
"288","FW08FL005",30.35243432,-84.68591558,"8","Year2008",4509.509766,10.04,0.04181,0.691,100.5756,19.5,1489,69.849,32.273,25.513,6.966,25.39,1.427
"289","FW08FL005",30.35243432,-84.68591558,"8","Year2008",4509.509766,10.04,0.04181,0.691,100.5756,19.5,1489,69.849,32.273,25.513,6.966,25.39,1.427
"290","FW08FL005",30.35243432,-84.68591558,"8","Year2008",4509.509766,7.94,0.00383,0.608,80.3438,19.5,1489,NA,NA,NA,NA,NA,NA
"291","FW08FL005",30.35243432,-84.68591558,"8","Year2008",4509.509766,7.94,0.00383,0.608,80.3438,19.5,1489,NA,NA,NA,NA,NA,NA
"292","FW08FL006",29.98458621,-85.03298898,"8","Year2008",49493.39844,5.05,0.11367,0.382,23.1563,20,1534,NA,NA,NA,NA,NA,NA
"293","FW08FL006",29.98458621,-85.03298898,"8","Year2008",49493.39844,5.05,0.11367,0.382,23.1563,20,1534,NA,NA,NA,NA,NA,NA
"294","FW08FL006",29.98458621,-85.03298898,"8","Year2008",49493.39844,3.48,0.6321,1.019,52.7038,20,1534,156.217,48.061,8.837,10.06,20.619,1.688
"295","FW08FL006",29.98458621,-85.03298898,"8","Year2008",49493.39844,3.48,0.6321,1.019,52.7038,20,1534,156.217,48.061,8.837,10.06,20.619,1.688
"296","FW08FL007",27.41501906,-81.1311661,"8","Year2008",5370.450195,19.75,0.0081,1.004,80.6925,22.4,1202,22.716,0.729,35.159,17.306,22.431,2.032
"297","FW08FL009",30.49584188,-82.70647631,"8","Year2008",4933,64.97,0.01233,1.284,71.6038,19.8,1348,42.493,29.844,49.823,3.598,0.923,0.748
"298","FW08FL010",29.70433208,-82.93797908,"8","Year2008",24283.90039,11.58,0.83381,1.177,144.82,20.2,1027,53.023,30.824,25.252,6.153,20.952,1.43
"299","FW08FL013",30.84547115,-86.46667052,"8","Year2008",0.941654027,4.07,0.01095,0.57,16.9344,18.6,1559,57.852,35.407,2.01,0.383,0,0
"300","FW08FL015",28.88817228,-82.26073273,"8","Year2008",4041.47998,27.92,0.01786,1.193,122.5138,21.1,1336,26.843,8.244,49.086,11.54,24.431,1.849
"301","FW08FL016",30.670151,-87.26649954,"8","Year2008",10761.40039,4.2,0.26303,0.501,22.2588,19.2,1597,92.09,57.489,9.037,4.374,12.61,0.983
"302","FW08FL017",30.72718338,-85.82574947,"8","Year2008",9138.080078,2.35,0.49387,0.721,34.1006,19.2,1508,92.24,46.29,8.069,6.188,22.084,1.289
"303","FW08FL018",30.29491629,-85.29384067,"8","Year2008",3.740400076,14.07,0.00871,0.566,12.5656,19.6,1572,26.108,55.053,21.294,3.056,10.13,1.1
"304","FW08FL021",30.18840677,-83.60818538,"8","Year2008",140.0059967,17.62,0,0.888,248.1663,19.8,1420,26.956,34.495,41.283,3.797,0.047,1.857
"305","FW08FL023",27.05895881,-81.38416097,"8","Year2008",28.71179962,31.67,0.03766,1.285,407.36,22.4,1250,33.012,0.567,22.93,4.894,62.497,0.827
"306","FW08FL025",30.93494339,-85.85018747,"8","Year2008",8327.929688,2.89,0.56504,0.9,53.1094,19,1501,97.26,47.28,6.715,6.372,22.281,1.281
"307","FW08FL026",30.10487641,-83.11883811,"8","Year2008",18579.59961,14.41,0.69345,1.081,180.5325,20,1326,59.619,31.849,27.816,5.898,20.775,1.305
"308","FW08FL029",30.58551262,-85.89379808,"8","Year2008",10010.90039,2.54,0.39198,0.63,34.8106,19.3,1561,87.558,46.13,9.451,6.109,20.885,1.295
"309","FW08FL031",28.41390279,-82.14010495,"8","Year2008",1050.219971,52.73,0.0133,1.856,149.3688,21.9,1322,34.215,3.966,54.523,9.124,25.511,1.133
"310","FW08FL032",30.92898959,-87.27581813,"8","Year2008",10020,5.56,0.15584,0.508,50.53,18.8,1613,95.002,59.539,8.036,4.262,11.841,0.976
"311","FW08FL033",30.64102009,-85.69424838,"8","Year2008",976.322998,2.95,0.21396,0.336,41.0613,19.3,1545,38.006,32.021,18.414,6.317,23.602,1.703
"312","FW08FL048",29.94962646,-81.78093205,"8","Year2008",7.515900135,48.82,0.00887,1.082,11.275,20.5,1296,31.78,57.993,16.86,1.485,0.06,0.353
"313","FW08FL048",29.94962646,-81.78093205,"8","Year2008",7.515900135,48.82,0.00887,1.082,11.275,20.5,1296,31.78,57.993,16.86,1.485,0.06,0.353
"314","FW08FL048",29.94962646,-81.78093205,"8","Year2008",7.515900135,40.83,0.00594,0.792,23.6725,20.5,1296,NA,NA,NA,NA,NA,NA
"315","FW08FL048",29.94962646,-81.78093205,"8","Year2008",7.515900135,40.83,0.00594,0.792,23.6725,20.5,1296,NA,NA,NA,NA,NA,NA
"316","FW08FL064",30.1072406,-82.13395911,"8","Year2008",23.48189926,54.87,0.00669,1.436,104.8625,20,1343,44.652,47.859,19.443,5.424,0.349,2.183
"317","FW08FL064",30.1072406,-82.13395911,"8","Year2008",23.48189926,54.87,0.00669,1.436,104.8625,20,1343,44.652,47.859,19.443,5.424,0.349,2.183
"318","FW08FL064",30.1072406,-82.13395911,"8","Year2008",23.48189926,38.38,0.00399,0.962,65.5475,20,1343,NA,NA,NA,NA,NA,NA
"319","FW08FL064",30.1072406,-82.13395911,"8","Year2008",23.48189926,38.38,0.00399,0.962,65.5475,20,1343,NA,NA,NA,NA,NA,NA
"320","FW08FL075",29.77762355,-81.30897471,"8","Year2008",2.91689992,45.37,0.01089,1.152,52.2263,20.8,1269,7.479,52.637,26.442,14.872,0.463,2.229
"321","FW08FL081",30.75285334,-85.25415423,"8","Year2008",0.537299991,10.76,0,0.769,95.9563,19.2,1450,47.919,39.866,16.248,8.543,9.715,3.433
